seed,solver,iteration,cost
44,xy_qaoa_regularized_alpha_0.1,19,-8.490892277843741
44,xy_qaoa_regularized_alpha_0.1,20,-8.487578990142374
44,xy_qaoa_regularized_alpha_0.1,21,-8.487086291694228
44,xy_qaoa_regularized_alpha_0.1,22,-8.495922530907327
44,xy_qaoa_regularized_alpha_0.1,23,-8.482212804203035
44,xy_qaoa_regularized_alpha_0.1,24,-8.496952735543427
44,xy_qaoa_regularized_alpha_0.1,25,-8.496201784592888
44,xy_qaoa_regularized_alpha_0.1,26,-8.495873144982152
44,xy_qaoa_regularized_alpha_0.1,27,-8.497094491350149
44,xy_qaoa_regularized_alpha_0.1,28,-8.497135815441306
44,xy_qaoa_regularized_alpha_0.1,29,-8.497526334590889
44,xy_qaoa_regularized_alpha_0.1,30,-8.496900347893012
44,xy_qaoa_regularized_alpha_0.1,31,-8.498221098793579
44,xy_qaoa_regularized_alpha_0.1,32,-8.497319580724978
44,xy_qaoa_regularized_alpha_0.1,33,-8.4965475637896
44,xy_qaoa_regularized_alpha_0.1,34,-8.498380675717243
44,xy_qaoa_regularized_alpha_0.1,35,-8.496226836041371
44,xy_qaoa_regularized_alpha_0.1,36,-8.49710098442475
44,xy_qaoa_regularized_alpha_0.1,37,-8.495094405445704
44,xy_qaoa_regularized_alpha_0.1,38,-8.49701286165764
44,xy_qaoa_regularized_alpha_0.1,39,-8.496211206484126
44,xy_qaoa_regularized_alpha_0.1,40,-8.49659164488992
44,xy_qaoa_regularized_alpha_0.1,41,-8.496109528574255
44,xy_qaoa_regularized_alpha_0.1,42,-8.497552435081298
44,xy_qaoa_regularized_alpha_0.1,43,-8.496455724478624
44,xy_qaoa_regularized_alpha_0.1,44,-8.496914821057283
44,xy_qaoa_regularized_alpha_0.1,45,-8.496883143110976
44,xy_qaoa_regularized_alpha_0.1,46,-8.498198707078737
44,xy_qaoa_regularized_alpha_0.1,47,-8.496393401231142
44,xy_qaoa_regularized_alpha_0.1,48,-8.495820959614083
44,xy_qaoa_regularized_alpha_0.1,49,-8.49686407728181
44,xy_qaoa_regularized_alpha_0.1,50,-8.495992328850214
44,xy_qaoa_regularized_alpha_0.1,51,-8.49702716564566
44,xy_qaoa_regularized_alpha_0.1,52,-8.496438259235713
44,xy_qaoa_regularized_alpha_0.1,53,-8.496663893402243
44,xy_qaoa_regularized_alpha_0.0,0,-8.492340971443035
44,xy_qaoa_regularized_alpha_0.0,1,-8.479734314239547
44,xy_qaoa_regularized_alpha_0.0,2,-8.460102094023304
44,xy_qaoa_regularized_alpha_0.0,3,-8.441643726211295
44,xy_qaoa_regularized_alpha_0.0,4,-8.42695895788726
44,xy_qaoa_regularized_alpha_0.0,5,-8.415733047151502
44,xy_qaoa_regularized_alpha_0.0,6,-8.412540137801887
44,xy_qaoa_regularized_alpha_0.0,7,-8.411163547873548
44,xy_qaoa_regularized_alpha_0.0,8,-8.41330309608931
44,xy_qaoa_regularized_alpha_0.0,9,-8.41697220736902
44,xy_qaoa_regularized_alpha_0.0,10,-8.492403076285221
44,xy_qaoa_regularized_alpha_0.0,11,-8.494581224997559
44,xy_qaoa_regularized_alpha_0.0,12,-8.493008938558445
44,xy_qaoa_regularized_alpha_0.0,13,-8.430859812345123
44,xy_qaoa_regularized_alpha_0.0,14,-8.422428505608561
44,xy_qaoa_regularized_alpha_0.0,15,-8.345579163542775
44,xy_qaoa_regularized_alpha_0.0,16,-8.429200887080228
44,xy_qaoa_regularized_alpha_0.0,17,-8.47738560719516
44,xy_qaoa_regularized_alpha_0.0,18,-8.492770788106943
44,xy_qaoa_regularized_alpha_0.0,19,-8.483933472499864
44,xy_qaoa_regularized_alpha_0.0,20,-8.494990366925931
44,xy_qaoa_regularized_alpha_0.0,21,-8.492118564782432
44,xy_qaoa_regularized_alpha_0.0,22,-8.488688995053417
44,xy_qaoa_regularized_alpha_0.0,23,-8.494173396011679
44,xy_qaoa_regularized_alpha_0.0,24,-8.490715587004084
44,xy_qaoa_regularized_alpha_0.0,25,-8.49445881251936
44,xy_qaoa_regularized_alpha_0.0,26,-8.492857491363479
44,xy_qaoa_regularized_alpha_0.0,27,-8.49251216490234
44,xy_qaoa_regularized_alpha_0.0,28,-8.49693408425427
44,xy_qaoa_regularized_alpha_0.0,29,-8.495047585823134
44,xy_qaoa_regularized_alpha_0.0,30,-8.494737457176505
44,xy_qaoa_regularized_alpha_0.0,31,-8.495399559155143
44,xy_qaoa_regularized_alpha_0.0,32,-8.49376377923699
44,xy_qaoa_regularized_alpha_0.0,33,-8.494507321079523
44,xy_qaoa_regularized_alpha_0.0,34,-8.495960605619477
44,xy_qaoa_regularized_alpha_0.0,35,-8.493280768363874
44,xy_qaoa_regularized_alpha_0.0,36,-8.496009442127507
44,xy_qaoa_regularized_alpha_0.0,37,-8.495279208721822
44,xy_qaoa_regularized_alpha_0.0,38,-8.494004214681093
44,xy_qaoa_regularized_alpha_0.0,39,-8.495073780967553
44,xy_qaoa_regularized_alpha_0.0,40,-8.496084877635418
44,xy_qaoa_regularized_alpha_0.0,41,-8.495054813575944
44,xy_qaoa_regularized_alpha_0.0,42,-8.493670074770826
44,xy_qaoa_regularized_alpha_0.0,43,-8.494664755672401
44,xy_qaoa_regularized_alpha_0.0,44,-8.496394860126415
44,xy_qaoa_regularized_alpha_0.0,45,-8.496174210525886
44,xy_qaoa_regularized_alpha_0.0,46,-8.495108110170793
44,xy_qaoa_regularized_alpha_1.0,0,-8.491777651019063
44,xy_qaoa_regularized_alpha_1.0,1,-8.480244957484398
44,xy_qaoa_regularized_alpha_1.0,2,-8.460602759394554
44,xy_qaoa_regularized_alpha_1.0,3,-8.442280935452231
44,xy_qaoa_regularized_alpha_1.0,4,-8.427167136948054
44,xy_qaoa_regularized_alpha_1.0,5,-8.416649011266921
44,xy_qaoa_regularized_alpha_1.0,6,-8.412422568701597
44,xy_qaoa_regularized_alpha_1.0,7,-8.409865034181136
44,xy_qaoa_regularized_alpha_1.0,8,-8.414101841803975
44,xy_qaoa_regularized_alpha_1.0,9,-8.418406030533678
44,xy_qaoa_regularized_alpha_1.0,10,-8.49347306831878
44,xy_qaoa_regularized_alpha_1.0,11,-7.494283439865416
44,xy_qaoa_regularized_alpha_1.0,12,-7.493033172057242
44,xy_qaoa_regularized_alpha_1.0,13,-7.432703292440278
44,xy_qaoa_regularized_alpha_1.0,14,-7.422926548262266
44,xy_qaoa_regularized_alpha_1.0,15,-7.406022898033875
44,xy_qaoa_regularized_alpha_1.0,16,-8.179964031796787
44,xy_qaoa_regularized_alpha_1.0,17,-8.422485144662726
44,xy_qaoa_regularized_alpha_1.0,18,-8.488523281236073
44,xy_qaoa_regularized_alpha_1.0,19,-8.481623314668377
44,xy_qaoa_regularized_alpha_1.0,20,-8.491810523771539
44,xy_qaoa_regularized_alpha_1.0,21,-8.477902678530917
44,xy_qaoa_regularized_alpha_1.0,22,-8.48877251630918
44,xy_qaoa_regularized_alpha_1.0,23,-8.486851086029725
44,xy_qaoa_regularized_alpha_1.0,24,-8.492550636142058
44,xy_qaoa_regularized_alpha_1.0,25,-8.493978257249207
44,xy_qaoa_regularized_alpha_1.0,26,-8.487883406686105
44,xy_qaoa_regularized_alpha_1.0,27,-8.491027029285561
44,xy_qaoa_regularized_alpha_1.0,28,-8.493412336636288
44,xy_qaoa_regularized_alpha_1.0,29,-8.492002597397002
44,xy_qaoa_regularized_alpha_1.0,30,-8.49427624090082
44,xy_qaoa_regularized_alpha_1.0,31,-8.491540010767379
44,xy_qaoa_regularized_alpha_1.0,32,-8.492203960896711
44,xy_qaoa_regularized_alpha_1.0,33,-8.491064651183343
44,xy_qaoa_regularized_alpha_1.0,34,-8.493052018582654
44,xy_qaoa_regularized_alpha_1.0,35,-8.493121685203812
44,xy_qaoa_regularized_alpha_1.0,36,-8.490021485628601
44,xy_qaoa_regularized_alpha_1.0,37,-8.49281160798842
44,xy_qaoa_regularized_alpha_1.0,38,-8.494212275834597
44,xy_qaoa_regularized_alpha_1.0,39,-8.492933418316499
44,xy_qaoa_regularized_alpha_1.0,40,-8.491950160316355
44,xy_qaoa_regularized_alpha_1.0,41,-8.492120053943529
44,xy_qaoa_regularized_alpha_1.0,42,-8.491063041095675
44,xy_qaoa_regularized_alpha_1.0,43,-8.492321227858687
44,xy_qaoa_regularized_alpha_1.0,44,-8.493116513219508
44,xy_qaoa_regularized_alpha_1.0,45,-8.49121761329505
44,xy_qaoa_regularized_alpha_1.0,46,-8.492379463458795
44,xy_qaoa_regularized_alpha_1.0,47,-8.492282303313818
